period,country,country_key,iso3,is_aggregate,sex,age,comparison_group,comparison_label,reporting_country_rate_pct,comparison_rate_pct,employment_rate_gap_pp
2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 29 years,non_eu,Non-EU27 citizens,45.58,100.0,54.42
2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,63.02,63.0,-0.020000000000003126
2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,63.02,77.2,14.18
2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,63.02,67.7,4.68
2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 39 years,no_response,No response,63.02,79.1,16.07999999999999
2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,63.02,86.19999999999999,23.179999999999986
2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,71.67999999999999,71.67999999999999,0.0
2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,71.67999999999999,70.85,-0.8299999999999983
2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,71.67999999999999,57.96,-13.719999999999992
2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 59 years,no_response,No response,71.67999999999999,73.0,1.3200000000000074
2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,71.67999999999999,64.675,-7.0049999999999955
2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,69.84,69.84,0.0
2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,69.84,71.85,2.009999999999991
2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,69.84,57.919999999999995,-11.920000000000009
2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 64 years,no_response,No response,69.84,72.0,2.1599999999999966
2020-2024,Serbia,SRB,SRB,0,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,69.84,58.94,-10.900000000000006
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 24 years,eu27_total,EU27 citizens,23.619999999999997,23.6,-0.01999999999999602
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 24 years,foreign_country,Foreign-country citizens,23.619999999999997,55.0,31.380000000000003
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 24 years,non_eu,Non-EU27 citizens,23.619999999999997,64.3,40.68
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,39.71999999999999,39.67999999999999,-0.03999999999999915
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 29 years,foreign_country,Foreign-country citizens,39.71999999999999,59.3,19.580000000000005
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 29 years,non_eu,Non-EU27 citizens,39.71999999999999,66.1,26.380000000000003
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,57.32000000000001,57.32000000000001,0.0
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,57.32000000000001,58.7,1.3799999999999955
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,57.32000000000001,51.825,-5.4950000000000045
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 39 years,no_response,No response,57.32000000000001,62.9,5.579999999999991
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,57.32000000000001,53.85,-3.470000000000006
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,66.02000000000001,66.02000000000001,0.0
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,66.02000000000001,54.73333333333333,-11.286666666666683
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,66.02000000000001,51.06,-14.960000000000008
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 59 years,no_response,No response,66.02000000000001,69.7,3.6799999999999926
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,66.02000000000001,52.019999999999996,-14.000000000000014
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,63.6,63.580000000000005,-0.01999999999999602
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,63.6,52.43333333333333,-11.166666666666671
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,63.6,49.04,-14.560000000000002
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 64 years,no_response,No response,63.6,68.1,4.499999999999993
2020-2024,Serbia,SRB,SRB,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,63.6,49.98,-13.620000000000005
2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,18.683333333333334,18.7,0.01666666666666572
2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,35.6,35.650000000000006,0.05000000000000426
2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 39 years,eu27_total,EU27 citizens,50.03333333333333,50.050000000000004,0.016666666666672825
2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 59 years,eu27_total,EU27 citizens,62.81666666666667,62.81666666666667,0.0
2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,62.81666666666667,69.0,6.18333333333333
2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,62.81666666666667,62.15,-0.6666666666666714
2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,58.73333333333333,58.73333333333333,0.0
2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,58.73333333333333,68.7,9.966666666666676
2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,58.73333333333333,59.65,0.9166666666666714
2014-2019,Slovakia,SVK,SVK,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,30.849999999999998,30.849999999999998,0.0
2014-2019,Slovakia,SVK,SVK,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,51.25,51.28333333333333,0.03333333333333144
2014-2019,Slovakia,SVK,SVK,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,68.3,68.31666666666666,0.01666666666666572
2014-2019,Slovakia,SVK,SVK,0,Males,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,68.3,100.0,31.700000000000003
2014-2019,Slovakia,SVK,SVK,0,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,68.3,92.66666666666667,24.366666666666674
2014-2019,Slovakia,SVK,SVK,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,74.93333333333332,74.93333333333332,0.0
2014-2019,Slovakia,SVK,SVK,0,Males,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,74.93333333333332,91.42,16.48666666666668
2014-2019,Slovakia,SVK,SVK,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,74.93333333333332,91.18333333333334,16.250000000000014
2014-2019,Slovakia,SVK,SVK,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,71.38333333333334,71.41666666666667,0.03333333333333144
2014-2019,Slovakia,SVK,SVK,0,Males,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,71.38333333333334,91.17999999999999,19.796666666666653
2014-2019,Slovakia,SVK,SVK,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,71.38333333333334,90.43333333333334,19.049999999999997
2014-2019,Slovakia,SVK,SVK,0,Total,From 15 to 24 years,eu27_total,EU27 citizens,24.900000000000002,24.916666666666668,0.01666666666666572
2014-2019,Slovakia,SVK,SVK,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,43.63333333333333,43.65,0.01666666666666572
2014-2019,Slovakia,SVK,SVK,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,59.400000000000006,59.400000000000006,0.0
2014-2019,Slovakia,SVK,SVK,0,Total,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,59.400000000000006,87.9,28.5
2014-2019,Slovakia,SVK,SVK,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,59.400000000000006,67.84999999999998,8.449999999999974
2014-2019,Slovakia,SVK,SVK,0,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,59.400000000000006,81.6,22.19999999999999
2014-2019,Slovakia,SVK,SVK,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,68.95,68.95,0.0
2014-2019,Slovakia,SVK,SVK,0,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,68.95,78.78333333333333,9.833333333333329
2014-2019,Slovakia,SVK,SVK,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,68.95,75.73333333333333,6.783333333333331
2014-2019,Slovakia,SVK,SVK,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,68.95,71.19999999999999,2.249999999999986
2014-2019,Slovakia,SVK,SVK,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,65.11666666666666,65.13333333333333,0.01666666666666572
2014-2019,Slovakia,SVK,SVK,0,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,65.11666666666666,76.76666666666667,11.650000000000006
2014-2019,Slovakia,SVK,SVK,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,65.11666666666666,74.24999999999999,9.133333333333326
2014-2019,Slovakia,SVK,SVK,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,65.11666666666666,70.18,5.063333333333347
2020-2024,Slovakia,SVK,SVK,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,16.6,16.66,0.05999999999999872
2020-2024,Slovakia,SVK,SVK,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,36.42,36.480000000000004,0.060000000000002274
2020-2024,Slovakia,SVK,SVK,0,Females,From 15 to 39 years,eu27_total,EU27 citizens,55.839999999999996,55.86,0.020000000000003126
2020-2024,Slovakia,SVK,SVK,0,Females,From 15 to 59 years,eu27_total,EU27 citizens,69.02000000000001,69.02000000000001,0.0
2020-2024,Slovakia,SVK,SVK,0,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,69.02000000000001,63.866666666666674,-5.153333333333336
2020-2024,Slovakia,SVK,SVK,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,66.26,66.26,0.0
2020-2024,Slovakia,SVK,SVK,0,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,66.26,62.93333333333334,-3.326666666666668
2020-2024,Slovakia,SVK,SVK,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,26.360000000000003,26.339999999999996,-0.02000000000000668
2020-2024,Slovakia,SVK,SVK,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,48.44,48.42,-0.01999999999999602
2020-2024,Slovakia,SVK,SVK,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,67.97999999999999,68.0,0.020000000000010232
2020-2024,Slovakia,SVK,SVK,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,77.04,77.04,0.0
2020-2024,Slovakia,SVK,SVK,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,77.04,86.52,9.47999999999999
2020-2024,Slovakia,SVK,SVK,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,74.67999999999999,74.67999999999999,0.0
2020-2024,Slovakia,SVK,SVK,0,Males,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,74.67999999999999,98.0,23.320000000000007
2020-2024,Slovakia,SVK,SVK,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,74.67999999999999,83.5,8.820000000000007
2020-2024,Slovakia,SVK,SVK,0,Total,From 15 to 24 years,eu27_total,EU27 citizens,21.6,21.619999999999997,0.01999999999999602
2020-2024,Slovakia,SVK,SVK,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,42.54,42.58,0.03999999999999915
2020-2024,Slovakia,SVK,SVK,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,62.04,62.08,0.03999999999999915
2020-2024,Slovakia,SVK,SVK,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,62.04,70.1,8.059999999999995
2020-2024,Slovakia,SVK,SVK,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,73.1,73.1,0.0
2020-2024,Slovakia,SVK,SVK,0,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,73.1,78.66666666666667,5.566666666666677
2020-2024,Slovakia,SVK,SVK,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,73.1,78.16,5.060000000000002
2020-2024,Slovakia,SVK,SVK,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,73.1,74.325,1.2250000000000085
2020-2024,Slovakia,SVK,SVK,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,70.5,70.5,0.0
2020-2024,Slovakia,SVK,SVK,0,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,70.5,77.03333333333333,6.533333333333331
2020-2024,Slovakia,SVK,SVK,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,70.5,76.12,5.6200000000000045
2020-2024,Slovakia,SVK,SVK,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,70.5,71.825,1.3250000000000028
2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,28.316666666666666,28.366666666666664,0.04999999999999716
2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 24 years,foreign_country,Foreign-country citizens,28.316666666666666,25.38,-2.9366666666666674
2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 24 years,non_eu,Non-EU27 citizens,28.316666666666666,24.72,-3.5966666666666676
2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,44.56666666666666,44.53333333333333,-0.03333333333333144
2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,44.56666666666666,70.7,26.13333333333334
2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 29 years,foreign_country,Foreign-country citizens,44.56666666666666,31.733333333333334,-12.833333333333329
2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 29 years,non_eu,Non-EU27 citizens,44.56666666666666,30.849999999999998,-13.716666666666665
2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 39 years,eu27_total,EU27 citizens,64.08333333333333,64.03333333333335,-0.04999999999998295
2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,64.08333333333333,58.04999999999999,-6.0333333333333385
2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 39 years,foreign_country,Foreign-country citizens,64.08333333333333,44.81666666666666,-19.266666666666666
2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 39 years,non_eu,Non-EU27 citizens,64.08333333333333,43.18333333333334,-20.89999999999999
2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 59 years,eu27_total,EU27 citizens,71.3,71.23333333333333,-0.06666666666666288
2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,71.3,63.6,-7.699999999999996
2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,71.3,46.98333333333333,-24.31666666666667
2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,71.3,44.4,-26.9
2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,64.98333333333333,64.95,-0.03333333333333144
2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,64.98333333333333,62.599999999999994,-2.38333333333334
2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,64.98333333333333,46.53333333333333,-18.450000000000003
2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 64 years,non_eu,Non-EU27 citizens,64.98333333333333,44.00000000000001,-20.983333333333327
2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,34.083333333333336,34.15,0.06666666666666288
2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 24 years,foreign_country,Foreign-country citizens,34.083333333333336,41.199999999999996,7.11666666666666
2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 24 years,non_eu,Non-EU27 citizens,34.083333333333336,39.68333333333334,5.600000000000001
2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,51.666666666666664,51.71666666666667,0.05000000000000426
2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,51.666666666666664,90.8,39.13333333333333
2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 29 years,foreign_country,Foreign-country citizens,51.666666666666664,61.25,9.583333333333336
2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 29 years,non_eu,Non-EU27 citizens,51.666666666666664,61.05000000000001,9.383333333333347
2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,69.95,70.00000000000001,0.05000000000001137
2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,69.95,81.10000000000001,11.150000000000006
2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,69.95,80.41666666666667,10.466666666666669
2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,69.95,80.39999999999999,10.449999999999989
2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,75.95,75.96666666666667,0.01666666666666572
2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,75.95,81.60000000000001,5.650000000000006
2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,75.95,82.38333333333333,6.433333333333323
2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,75.95,82.46666666666668,6.51666666666668
2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,70.74999999999999,70.8,0.05000000000001137
2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,70.74999999999999,79.08333333333333,8.333333333333343
2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,70.74999999999999,81.25,10.500000000000014
2014-2019,Slovenia,SVN,SVN,0,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,70.74999999999999,81.56666666666668,10.816666666666691
2014-2019,Slovenia,SVN,SVN,0,Total,From 15 to 24 years,eu27_total,EU27 citizens,31.333333333333332,31.399999999999995,0.06666666666666288
2014-2019,Slovenia,SVN,SVN,0,Total,From 15 to 24 years,foreign_country,Foreign-country citizens,31.333333333333332,30.71666666666667,-0.6166666666666636
2014-2019,Slovenia,SVN,SVN,0,Total,From 15 to 24 years,non_eu,Non-EU27 citizens,31.333333333333332,29.766666666666666,-1.5666666666666664
2014-2019,Slovenia,SVN,SVN,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,48.26666666666666,48.28333333333333,0.016666666666672825
2014-2019,Slovenia,SVN,SVN,0,Total,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,48.26666666666666,58.05,9.783333333333339
2014-2019,Slovenia,SVN,SVN,0,Total,From 15 to 29 years,foreign_country,Foreign-country citizens,48.26666666666666,44.56666666666666,-3.6999999999999957
2014-2019,Slovenia,SVN,SVN,0,Total,From 15 to 29 years,non_eu,Non-EU27 citizens,48.26666666666666,44.15,-4.11666666666666
2014-2019,Slovenia,SVN,SVN,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,67.16666666666667,67.14999999999999,-0.01666666666667993
2014-2019,Slovenia,SVN,SVN,0,Total,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,67.16666666666667,67.43333333333334,0.2666666666666657
2014-2019,Slovenia,SVN,SVN,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,67.16666666666667,62.56666666666666,-4.6000000000000085
2014-2019,Slovenia,SVN,SVN,0,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,67.16666666666667,62.116666666666674,-5.049999999999997
2014-2019,Slovenia,SVN,SVN,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,73.68333333333334,73.68333333333334,0.0
2014-2019,Slovenia,SVN,SVN,0,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,73.68333333333334,71.81666666666666,-1.8666666666666742
2014-2019,Slovenia,SVN,SVN,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,73.68333333333334,66.6,-7.083333333333343
2014-2019,Slovenia,SVN,SVN,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,73.68333333333334,65.94999999999999,-7.7333333333333485
2014-2019,Slovenia,SVN,SVN,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,67.95,67.96666666666667,0.01666666666666572
2014-2019,Slovenia,SVN,SVN,0,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,67.95,70.26666666666667,2.316666666666663
2014-2019,Slovenia,SVN,SVN,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,67.95,65.95,-2.0
2014-2019,Slovenia,SVN,SVN,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,67.95,65.39999999999999,-2.5500000000000114
2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,26.8,26.8,0.0
2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 24 years,foreign_country,Foreign-country citizens,26.8,33.46,6.66
2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 24 years,non_eu,Non-EU27 citizens,26.8,33.8,6.9999999999999964
2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,43.440000000000005,43.519999999999996,0.07999999999999119
2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 29 years,foreign_country,Foreign-country citizens,43.440000000000005,44.9,1.4599999999999937
2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 29 years,non_eu,Non-EU27 citizens,43.440000000000005,44.17999999999999,0.7399999999999878
2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 39 years,eu27_total,EU27 citizens,64.9,64.97999999999999,0.07999999999998408
2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,64.9,72.89999999999999,7.999999999999986
2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 39 years,foreign_country,Foreign-country citizens,64.9,54.94,-9.960000000000008
2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 39 years,non_eu,Non-EU27 citizens,64.9,53.459999999999994,-11.440000000000012
2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 59 years,eu27_total,EU27 citizens,76.0,76.0,0.0
2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,76.0,75.08000000000001,-0.9199999999999875
2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,76.0,57.5,-18.5
2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,76.0,55.620000000000005,-20.379999999999995
2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,69.85999999999999,69.94,0.0800000000000125
2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,69.85999999999999,72.75999999999999,2.9000000000000057
2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,69.85999999999999,56.839999999999996,-13.019999999999989
2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 64 years,non_eu,Non-EU27 citizens,69.85999999999999,55.06,-14.799999999999983
2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,32.9,32.919999999999995,0.01999999999999602
2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 24 years,foreign_country,Foreign-country citizens,32.9,50.160000000000004,17.260000000000005
2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 24 years,non_eu,Non-EU27 citizens,32.9,50.71999999999999,17.819999999999993
2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,49.959999999999994,50.019999999999996,0.060000000000002274
2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 29 years,foreign_country,Foreign-country citizens,49.959999999999994,68.67999999999999,18.72
2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 29 years,non_eu,Non-EU27 citizens,49.959999999999994,68.9,18.940000000000012
2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,69.34,69.5,0.1599999999999966
2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,69.34,86.64000000000001,17.30000000000001
2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,69.34,83.78,14.439999999999998
2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,69.34,83.53999999999999,14.199999999999989
2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,79.0,79.12,0.12000000000000455
2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,79.0,89.12,10.120000000000005
2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,79.0,86.92,7.920000000000002
2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,79.0,86.72,7.719999999999999
2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,74.20000000000002,74.32000000000001,0.11999999999999034
2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,74.20000000000002,86.32,12.119999999999976
2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,74.20000000000002,85.9,11.699999999999989
2020-2024,Slovenia,SVN,SVN,0,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,74.20000000000002,85.88,11.679999999999978
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 24 years,eu27_total,EU27 citizens,30.060000000000002,30.080000000000002,0.019999999999999574
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 24 years,foreign_country,Foreign-country citizens,30.060000000000002,42.28,12.219999999999999
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 24 years,non_eu,Non-EU27 citizens,30.060000000000002,42.71999999999999,12.65999999999999
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,46.92,46.96,0.03999999999999915
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,46.92,62.3,15.379999999999995
