YEAR,STATEFIP,US_State,is_imigrant,total_educated_pop,brain_waste_pop,brain_waste_pct
2018,15,Hawaii,True,62120.0,32659.0,52.57405022537025
2018,16,Idaho,False,254870.0,72645.0,28.50276611605917
2018,16,Idaho,True,17902.0,7147.0,39.92291364093397
2018,17,Illinois,False,2302305.0,667261.0,28.982302518562918
2018,17,Illinois,True,496230.0,159856.0,32.214094270801844
2018,18,Indiana,False,992246.0,298765.0,30.109972728537077
2018,18,Indiana,True,98828.0,26356.0,26.668555470109684
2018,19,Iowa,False,514123.0,148559.0,28.89561447357928
2018,19,Iowa,True,45748.0,13625.0,29.78272274197779
2018,20,Kansas,False,532198.0,153579.0,28.8574928879853
2018,20,Kansas,True,50584.0,14544.0,28.752174600664244
2018,21,Kentucky,False,635195.0,195443.0,30.76897645604893
2018,21,Kentucky,True,46405.0,16436.0,35.41859713392954
2018,22,Louisiana,False,617425.0,184638.0,29.90452281653642
2018,22,Louisiana,True,47139.0,15540.0,32.96633360911348
