YEAR,period,country,country_key,iso3,is_aggregate,sex,age,citizen_group,citizen_label,employment_rate_pct,obs_flag,conf_status
2019,2014-2019,Croatia,HRV,HRV,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,27.9,,
2020,2020-2024,Croatia,HRV,HRV,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,25.9,,
2021,2020-2024,Croatia,HRV,HRV,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,26.0,b,
2022,2020-2024,Croatia,HRV,HRV,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,28.0,,
2023,2020-2024,Croatia,HRV,HRV,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,25.4,,
2024,2020-2024,Croatia,HRV,HRV,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,25.8,,
2014,2014-2019,Hungary,HUN,HUN,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,23.5,,
2015,2014-2019,Hungary,HUN,HUN,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,25.7,,
2016,2014-2019,Hungary,HUN,HUN,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,28.1,,
2017,2014-2019,Hungary,HUN,HUN,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,29.0,,
2018,2014-2019,Hungary,HUN,HUN,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,29.0,b,
2019,2014-2019,Hungary,HUN,HUN,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,28.2,,
2020,2020-2024,Hungary,HUN,HUN,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,26.9,,
2021,2020-2024,Hungary,HUN,HUN,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,26.8,b,
2022,2020-2024,Hungary,HUN,HUN,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,27.1,,
2023,2020-2024,Hungary,HUN,HUN,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,27.7,,
2024,2020-2024,Hungary,HUN,HUN,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,27.2,,
2014,2014-2019,Ireland,IRL,IRL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,36.5,,
2015,2014-2019,Ireland,IRL,IRL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,37.5,,
2016,2014-2019,Ireland,IRL,IRL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,41.4,,
2017,2014-2019,Ireland,IRL,IRL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,39.5,b,
2018,2014-2019,Ireland,IRL,IRL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,40.0,,
2019,2014-2019,Ireland,IRL,IRL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,41.3,,
2020,2020-2024,Ireland,IRL,IRL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,37.4,,
2021,2020-2024,Ireland,IRL,IRL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,43.0,b,
2022,2020-2024,Ireland,IRL,IRL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,47.1,,
2023,2020-2024,Ireland,IRL,IRL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,48.2,,
2024,2020-2024,Ireland,IRL,IRL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,48.4,,
2014,2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,70.6,,
2015,2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,73.2,,
2016,2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,77.4,,
2017,2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,75.5,,
2018,2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,75.6,,
2019,2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,71.3,,
2020,2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,65.5,b,
2021,2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,65.9,b,
2022,2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,70.8,,
2023,2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,71.4,,
2024,2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,74.3,,
2014,2014-2019,Italy,ITA,ITA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,15.1,,
2015,2014-2019,Italy,ITA,ITA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,15.2,,
2016,2014-2019,Italy,ITA,ITA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,16.1,,
2017,2014-2019,Italy,ITA,ITA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,16.4,,
2018,2014-2019,Italy,ITA,ITA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,16.9,b,
2019,2014-2019,Italy,ITA,ITA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,17.8,,
2020,2020-2024,Italy,ITA,ITA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,16.2,,
2021,2020-2024,Italy,ITA,ITA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,17.1,b,
2022,2020-2024,Italy,ITA,ITA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,19.4,,
2023,2020-2024,Italy,ITA,ITA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,19.8,,
2024,2020-2024,Italy,ITA,ITA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,19.2,,
2014,2014-2019,Lithuania,LTU,LTU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,27.6,,
2015,2014-2019,Lithuania,LTU,LTU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,28.4,,
2016,2014-2019,Lithuania,LTU,LTU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,30.3,,
2017,2014-2019,Lithuania,LTU,LTU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,30.5,,
2018,2014-2019,Lithuania,LTU,LTU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,32.4,,
2019,2014-2019,Lithuania,LTU,LTU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,32.7,,
2020,2020-2024,Lithuania,LTU,LTU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,29.3,,
2021,2020-2024,Lithuania,LTU,LTU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,31.0,b,
2022,2020-2024,Lithuania,LTU,LTU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,32.1,,
2023,2020-2024,Lithuania,LTU,LTU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,30.8,,
2024,2020-2024,Lithuania,LTU,LTU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,30.5,,
2014,2014-2019,Luxembourg,LUX,LUX,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,21.7,,
2015,2014-2019,Luxembourg,LUX,LUX,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,29.8,b,
2016,2014-2019,Luxembourg,LUX,LUX,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,26.8,,
2017,2014-2019,Luxembourg,LUX,LUX,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,26.2,,
2018,2014-2019,Luxembourg,LUX,LUX,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,27.7,,
2019,2014-2019,Luxembourg,LUX,LUX,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,27.8,,
2020,2020-2024,Luxembourg,LUX,LUX,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,25.2,,
2021,2020-2024,Luxembourg,LUX,LUX,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,30.9,b,
2022,2020-2024,Luxembourg,LUX,LUX,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,30.0,,
2023,2020-2024,Luxembourg,LUX,LUX,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,30.4,,
2024,2020-2024,Luxembourg,LUX,LUX,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,26.8,,
2014,2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,32.4,,
2015,2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,34.4,,
2016,2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,32.5,,
2017,2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,32.3,,
2018,2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,32.9,,
2019,2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,31.5,,
2020,2020-2024,Latvia,LVA,LVA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,29.5,,
2021,2020-2024,Latvia,LVA,LVA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,28.3,b,
2022,2020-2024,Latvia,LVA,LVA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,30.5,,
2023,2020-2024,Latvia,LVA,LVA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,30.5,,
2024,2020-2024,Latvia,LVA,LVA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,29.7,,
2014,2014-2019,Montenegro,MNE,MNE,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,18.9,,
2015,2014-2019,Montenegro,MNE,MNE,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,18.8,,
2016,2014-2019,Montenegro,MNE,MNE,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,20.7,,
2017,2014-2019,Montenegro,MNE,MNE,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,21.0,,
2018,2014-2019,Montenegro,MNE,MNE,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,22.9,,
2019,2014-2019,Montenegro,MNE,MNE,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,27.1,,
2020,2020-2024,Montenegro,MNE,MNE,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,19.9,,
2014,2014-2019,North Macedonia,MKD,MKD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,15.2,,
2015,2014-2019,North Macedonia,MKD,MKD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,17.3,,
2016,2014-2019,North Macedonia,MKD,MKD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,16.2,,
2017,2014-2019,North Macedonia,MKD,MKD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,17.5,,
2018,2014-2019,North Macedonia,MKD,MKD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,17.4,,
2019,2014-2019,North Macedonia,MKD,MKD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,20.7,,
2020,2020-2024,North Macedonia,MKD,MKD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,19.9,,
2021,2020-2024,North Macedonia,MKD,MKD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,18.7,b,
2022,2020-2024,North Macedonia,MKD,MKD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,19.1,,
2023,2020-2024,North Macedonia,MKD,MKD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,19.0,,
2024,2020-2024,North Macedonia,MKD,MKD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,21.4,,
2014,2014-2019,Malta,MLT,MLT,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,46.7,,
2015,2014-2019,Malta,MLT,MLT,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,45.3,,
2016,2014-2019,Malta,MLT,MLT,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,46.4,,
2017,2014-2019,Malta,MLT,MLT,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,47.6,,
2018,2014-2019,Malta,MLT,MLT,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,48.6,,
2019,2014-2019,Malta,MLT,MLT,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,48.2,,
2020,2020-2024,Malta,MLT,MLT,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,48.4,,
2014,2014-2019,Netherlands,NLD,NLD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,59.6,,
2015,2014-2019,Netherlands,NLD,NLD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,61.6,,
2016,2014-2019,Netherlands,NLD,NLD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,61.5,,
2017,2014-2019,Netherlands,NLD,NLD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,63.0,,
2018,2014-2019,Netherlands,NLD,NLD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,64.9,,
2019,2014-2019,Netherlands,NLD,NLD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,66.5,,
2020,2020-2024,Netherlands,NLD,NLD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,63.8,,
2021,2020-2024,Netherlands,NLD,NLD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,72.8,b,
2022,2020-2024,Netherlands,NLD,NLD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,76.7,,
2023,2020-2024,Netherlands,NLD,NLD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,77.7,,
2024,2020-2024,Netherlands,NLD,NLD,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,77.5,,
2014,2014-2019,Norway,NOR,NOR,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,50.8,,
2015,2014-2019,Norway,NOR,NOR,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,51.1,,
2016,2014-2019,Norway,NOR,NOR,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,49.0,,
2017,2014-2019,Norway,NOR,NOR,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,48.7,,
2018,2014-2019,Norway,NOR,NOR,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,50.3,,
2019,2014-2019,Norway,NOR,NOR,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,51.5,,
2020,2020-2024,Norway,NOR,NOR,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,50.8,,
2021,2020-2024,Norway,NOR,NOR,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,54.3,b,
2022,2020-2024,Norway,NOR,NOR,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,58.6,,
2023,2020-2024,Norway,NOR,NOR,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,59.0,,
2024,2020-2024,Norway,NOR,NOR,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,58.4,,
2014,2014-2019,Poland,POL,POL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,25.8,,
2015,2014-2019,Poland,POL,POL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,26.0,,
2016,2014-2019,Poland,POL,POL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,28.4,,
2017,2014-2019,Poland,POL,POL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,29.6,,
2018,2014-2019,Poland,POL,POL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,30.9,,
2019,2014-2019,Poland,POL,POL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,31.5,b,
2020,2020-2024,Poland,POL,POL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,28.5,,
2021,2020-2024,Poland,POL,POL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,27.6,b,
2022,2020-2024,Poland,POL,POL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,28.3,,
2023,2020-2024,Poland,POL,POL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,28.5,,
2024,2020-2024,Poland,POL,POL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,28.0,,
2014,2014-2019,Portugal,PRT,PRT,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,22.2,,
2015,2014-2019,Portugal,PRT,PRT,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,22.9,,
2016,2014-2019,Portugal,PRT,PRT,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,23.9,,
2017,2014-2019,Portugal,PRT,PRT,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,25.6,,
2018,2014-2019,Portugal,PRT,PRT,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,27.2,,
2019,2014-2019,Portugal,PRT,PRT,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,27.6,,
2020,2020-2024,Portugal,PRT,PRT,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,23.3,,
2021,2020-2024,Portugal,PRT,PRT,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,22.9,b,
2022,2020-2024,Portugal,PRT,PRT,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,25.1,,
2023,2020-2024,Portugal,PRT,PRT,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,27.6,,
2024,2020-2024,Portugal,PRT,PRT,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,26.8,,
2014,2014-2019,Romania,ROU,ROU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,22.5,,
2015,2014-2019,Romania,ROU,ROU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,24.5,,
2016,2014-2019,Romania,ROU,ROU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,22.3,,
2017,2014-2019,Romania,ROU,ROU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,24.5,,
2018,2014-2019,Romania,ROU,ROU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,24.7,,
2019,2014-2019,Romania,ROU,ROU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,24.7,,
2020,2020-2024,Romania,ROU,ROU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,24.6,,
2021,2020-2024,Romania,ROU,ROU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,21.2,b,
2022,2020-2024,Romania,ROU,ROU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,19.7,,
2023,2020-2024,Romania,ROU,ROU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,18.7,,
2024,2020-2024,Romania,ROU,ROU,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,19.2,,
2014,2014-2019,Serbia,SRB,SRB,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,15.1,b,
2015,2014-2019,Serbia,SRB,SRB,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,16.7,,
2016,2014-2019,Serbia,SRB,SRB,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,19.8,,
