period,country,country_key,iso3,is_aggregate,sex,age,citizen_group,citizen_label,employment_rate_pct,years_observed
2014-2019,Belgium,BEL,BEL,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,67.7,6
2014-2019,Belgium,BEL,BEL,0,Males,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,69.56666666666666,6
2014-2019,Belgium,BEL,BEL,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,63.78333333333333,6
2014-2019,Belgium,BEL,BEL,0,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,53.03333333333333,6
2014-2019,Belgium,BEL,BEL,0,Males,From 15 to 64 years,reporting_country,Reporting-country citizens,67.56666666666668,6
2014-2019,Belgium,BEL,BEL,0,Males,From 15 to 64 years,stateless,Stateless,36.300000000000004,3
2014-2019,Belgium,BEL,BEL,0,Males,From 15 to 64 years,total,Total,67.06666666666666,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 24 years,eu27_total,EU27 citizens,24.233333333333338,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,22.766666666666666,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 24 years,foreign_country,Foreign-country citizens,19.7,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 24 years,non_eu,Non-EU27 citizens,14.883333333333333,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,24.316666666666666,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 24 years,total,Total,23.933333333333334,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,43.166666666666664,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,47.666666666666664,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 29 years,foreign_country,Foreign-country citizens,39.150000000000006,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 29 years,non_eu,Non-EU27 citizens,26.683333333333337,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 29 years,reporting_country,Reporting-country citizens,42.81666666666667,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 29 years,stateless,Stateless,26.0,1
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 29 years,total,Total,42.38333333333333,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,59.81666666666667,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,63.48333333333333,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,52.73333333333333,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 39 years,no_response,No response,47.6,1
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,38.11666666666667,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 39 years,reporting_country,Reporting-country citizens,59.48333333333333,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 39 years,stateless,Stateless,27.566666666666663,3
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 39 years,total,Total,58.53333333333333,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,68.08333333333333,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,67.43333333333334,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,58.099999999999994,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 59 years,no_response,No response,46.9,1
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,41.93333333333334,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 59 years,reporting_country,Reporting-country citizens,68.13333333333334,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 59 years,stateless,Stateless,32.675,4
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 59 years,total,Total,66.85,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,64.13333333333334,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,64.56666666666668,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,56.28333333333333,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 64 years,no_response,No response,46.5,1
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,41.31666666666667,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 64 years,reporting_country,Reporting-country citizens,64.13333333333334,6
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 64 years,stateless,Stateless,32.25,4
2014-2019,Belgium,BEL,BEL,0,Total,From 15 to 64 years,total,Total,63.150000000000006,6
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,24.88,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,21.7,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 24 years,foreign_country,Foreign-country citizens,19.02,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 24 years,non_eu,Non-EU27 citizens,15.166666666666666,3
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 24 years,reporting_country,Reporting-country citizens,25.060000000000002,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 24 years,total,Total,24.54,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,43.519999999999996,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,43.08,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 29 years,foreign_country,Foreign-country citizens,36.540000000000006,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 29 years,non_eu,Non-EU27 citizens,26.420000000000005,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 29 years,reporting_country,Reporting-country citizens,43.580000000000005,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 29 years,total,Total,42.7,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 39 years,eu27_total,EU27 citizens,59.480000000000004,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,59.5,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 39 years,foreign_country,Foreign-country citizens,47.86,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 39 years,non_eu,Non-EU27 citizens,32.160000000000004,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 39 years,reporting_country,Reporting-country citizens,59.48,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 39 years,total,Total,57.68000000000001,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 59 years,eu27_total,EU27 citizens,67.47999999999999,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,65.04,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,53.339999999999996,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,33.339999999999996,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,67.76,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 59 years,total,Total,65.72,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,64.03999999999999,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,62.81999999999999,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,52.1,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 64 years,non_eu,Non-EU27 citizens,33.06,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 64 years,reporting_country,Reporting-country citizens,64.16,5
2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 64 years,total,Total,62.52,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,26.52,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,24.18,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 24 years,foreign_country,Foreign-country citizens,24.16,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 24 years,non_eu,Non-EU27 citizens,24.16,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 24 years,reporting_country,Reporting-country citizens,26.720000000000006,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 24 years,total,Total,26.48,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,44.76,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,46.44,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 29 years,foreign_country,Foreign-country citizens,44.720000000000006,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 29 years,non_eu,Non-EU27 citizens,41.7,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 29 years,reporting_country,Reporting-country citizens,44.660000000000004,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 29 years,total,Total,44.660000000000004,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,62.82000000000001,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,67.61999999999999,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,63.2,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,56.74000000000001,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 39 years,reporting_country,Reporting-country citizens,62.36,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 39 years,total,Total,62.48,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,72.96000000000001,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,74.94000000000001,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,69.10000000000001,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 59 years,no_response,No response,55.5,1
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,58.279999999999994,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 59 years,reporting_country,Reporting-country citizens,72.78,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 59 years,total,Total,72.28,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,69.96000000000001,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,72.94000000000001,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,67.66,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 64 years,no_response,No response,53.8,1
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,57.56,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 64 years,reporting_country,Reporting-country citizens,69.68,5
2020-2024,Belgium,BEL,BEL,0,Males,From 15 to 64 years,total,Total,69.4,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 24 years,eu27_total,EU27 citizens,25.72,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,23.02,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 24 years,foreign_country,Foreign-country citizens,21.660000000000004,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 24 years,non_eu,Non-EU27 citizens,19.080000000000002,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,25.919999999999998,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 24 years,total,Total,25.52,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,44.12,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,44.72,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 29 years,foreign_country,Foreign-country citizens,40.5,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 29 years,non_eu,Non-EU27 citizens,33.7,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 29 years,reporting_country,Reporting-country citizens,44.12,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 29 years,total,Total,43.72,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,61.160000000000004,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,63.32000000000001,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,54.98,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 39 years,no_response,No response,48.7,2
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,43.31999999999999,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 39 years,reporting_country,Reporting-country citizens,60.94,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 39 years,total,Total,60.1,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,70.24,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,69.88,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,60.92,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 59 years,no_response,No response,45.199999999999996,3
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,45.019999999999996,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 59 years,reporting_country,Reporting-country citizens,70.28000000000002,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 59 years,total,Total,69.02000000000001,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,66.99999999999999,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,67.80000000000001,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,59.660000000000004,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 64 years,no_response,No response,44.03333333333333,3
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,44.56,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 64 years,reporting_country,Reporting-country citizens,66.94,5
2020-2024,Belgium,BEL,BEL,0,Total,From 15 to 64 years,total,Total,65.96000000000001,5
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,12.0,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 24 years,reporting_country,Reporting-country citizens,12.0,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 24 years,total,Total,11.975,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,24.275000000000002,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 29 years,reporting_country,Reporting-country citizens,24.275000000000002,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 29 years,total,Total,24.275000000000002,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 39 years,eu27_total,EU27 citizens,37.65,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 39 years,reporting_country,Reporting-country citizens,37.65,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 39 years,total,Total,37.675,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 59 years,eu27_total,EU27 citizens,40.675,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,47.4,1
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,43.6,1
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,40.7,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 59 years,total,Total,40.675,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,38.4,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,42.9,2
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 64 years,non_eu,Non-EU27 citizens,42.7,1
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 64 years,reporting_country,Reporting-country citizens,38.4,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 64 years,total,Total,38.375,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,23.75,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 24 years,reporting_country,Reporting-country citizens,23.75,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 24 years,total,Total,23.7,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,41.025,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 29 years,reporting_country,Reporting-country citizens,41.025,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 29 years,total,Total,41.0,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,59.4,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,78.6,1
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,79.5,1
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 39 years,reporting_country,Reporting-country citizens,59.375,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 39 years,total,Total,59.4,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,66.6,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,71.44999999999999,2
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,81.6,1
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 59 years,reporting_country,Reporting-country citizens,66.6,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 59 years,total,Total,66.6,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,63.625,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,70.0,2
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,79.5,1
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 64 years,reporting_country,Reporting-country citizens,63.650000000000006,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Males,From 15 to 64 years,total,Total,63.675000000000004,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 24 years,eu27_total,EU27 citizens,18.025,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,18.075000000000003,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 24 years,total,Total,18.025,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,32.9,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 29 years,foreign_country,Foreign-country citizens,47.5,1
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 29 years,non_eu,Non-EU27 citizens,56.6,1
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 29 years,reporting_country,Reporting-country citizens,32.9,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 29 years,total,Total,32.925,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,48.85,4
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,61.95,2
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,69.45,2
2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Total,From 15 to 39 years,reporting_country,Reporting-country citizens,48.85,4
